,prompt_class,prompt_num,prompt,model,temperature,yes_count,no_count,num_trials,yes_percent,no_percent
62,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",GPT-4 (0314),0,0,1,1,0.0,-1.0
63,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",GPT-4 (0613),0,1,0,1,1.0,0.0
64,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",GPT-4 Turbo (1106),0,0,1,1,0.0,-1.0
65,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
66,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
67,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
68,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",Claude 3 Haiku (2024-03-07),0,0,1,1,0.0,-1.0
69,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",GPT-4o (2024-05-13),0,1,0,1,1.0,0.0
70,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
71,CMP,6,"Suppose that Taylor Swift, Bad Bunny, and Beyonce have the top-selling albums this year. Industry experts project it's likely Taylor Swift's album will sell the most copies, followed closely by Bad Bunny's, with Beyonce's album far behind. These are the only top-sellers, so if Bad Bunny’s album doesn’t sell the most copies, then if Taylor Swift’s doesn’t, Beyonce’s will. Moreover, Taylor Swift’s likely will sell the most and hence Bad Bunny's likely won't. Does it follow that it's likely that, if Taylor Swift's doesn't sell the most copies, Beyonce's will?",Gemini 1.5 Flash,0,0,1,1,0.0,-1.0
72,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",GPT-3.5 Turbo (0613),0,1,0,1,1.0,0.0
73,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",GPT-3.5 Turbo (1106),0,1,0,1,1.0,0.0
74,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",GPT-4 (0314),0,0,1,1,0.0,-1.0
75,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",GPT-4 (0613),0,0,1,1,0.0,-1.0
76,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",GPT-4 Turbo (1106),0,0,1,1,0.0,-1.0
77,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
78,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
79,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
80,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",Claude 3 Haiku (2024-03-07),0,1,0,1,1.0,0.0
81,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",GPT-4o (2024-05-13),0,0,1,1,0.0,-1.0
82,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
83,CMP,7,"Suppose that tidal power, solar power, and wind power are the leading renewable energy sources. Forecasts indicate it’s likely tidal power will generate the most electricity this year, followed by solar power, with wind power capacity lagging significantly behind. These are the only major sources, so if solar power doesn’t generate the most electricity, then if tidal power doesn’t, wind power will. Moreover, tidal power likely will generate the most electricity and hence solar power likely won't. Does it follow that it's likely that, if tidal power doesn't generate the most electricity, wind power will?",Gemini 1.5 Flash,0,0,1,1,0.0,-1.0
84,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",GPT-3.5 Turbo (0613),0,0,1,1,0.0,-1.0
85,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",GPT-3.5 Turbo (1106),0,0,1,1,0.0,-1.0
86,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",GPT-4 (0314),0,1,0,1,1.0,0.0
87,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",GPT-4 (0613),0,0,1,1,0.0,-1.0
88,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",GPT-4 Turbo (1106),0,0,1,1,0.0,-1.0
89,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
90,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
91,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
92,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",Claude 3 Haiku (2024-03-07),0,1,0,1,1.0,0.0
93,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",GPT-4o (2024-05-13),0,0,1,1,0.0,-1.0
94,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
95,CMP,8,"Suppose that India, China, and Russia are the world's leading emerging economies. Economists project it's likely India's economy will grow the fastest this year, followed closely by China's, with Russia's growth rate lagging distantly behind. These are by far the biggest emerging economies, so if China is not the top-growing emerging economy, then if India isn’t, Russia will be. Moreover, India's economy likely will grow the fastest of these three and hence China's likely won't. Does it follow that it's likely that, if India isn’t the top-growing emerging economy, Russia will be?",Gemini 1.5 Flash,0,0,1,1,0.0,-1.0
96,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",GPT-3.5 Turbo (0613),0,0,1,1,0.0,-1.0
97,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",GPT-3.5 Turbo (1106),0,1,0,1,1.0,0.0
98,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",GPT-4 (0314),0,1,0,1,1.0,0.0
99,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",GPT-4 (0613),0,1,0,1,1.0,0.0
100,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",GPT-4 Turbo (1106),0,1,0,1,1.0,0.0
101,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
102,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
103,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",Claude 3 Sonnet (2024-02-29),0,1,0,1,1.0,0.0
104,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",Claude 3 Haiku (2024-03-07),0,1,0,1,1.0,0.0
105,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",GPT-4o (2024-05-13),0,1,0,1,1.0,0.0
106,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
107,CMP,9,"Suppose that apples, bananas, and oranges are the most purchased fruits. According to grocery store data, it’s likely apples will be the top-selling fruit this year, followed closely by bananas, with oranges trailing distantly behind. These are by far the top-selling fruits, so if bananas aren’t the top seller, then if apples aren’t, oranges will be. Moreover, it’s likely apples will be top and hence bananas won’t be. Does it follow that it is likely that, if apples aren’t the top-selling fruit, oranges will be?",Gemini 1.5 Flash,0,1,0,1,1.0,0.0
108,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",GPT-3.5 Turbo (0613),0,1,0,1,1.0,0.0
109,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",GPT-3.5 Turbo (1106),0,1,0,1,1.0,0.0
110,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",GPT-4 (0314),0,1,0,1,1.0,0.0
111,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",GPT-4 (0613),0,1,0,1,1.0,0.0
112,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",GPT-4 Turbo (1106),0,1,0,1,1.0,0.0
113,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
114,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
115,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
116,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",Claude 3 Haiku (2024-03-07),0,1,0,1,1.0,0.0
117,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",GPT-4o (2024-05-13),0,0,1,1,0.0,-1.0
118,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
119,CMP,10,"Suppose that spring, summer, and winter are the most popular travel seasons. Forecasts show it's likely most vacations this year will happen in spring, followed closely by summer, with many fewer happening in the winter. These are by far the top seasons, so if summer doesn't have the most vacations, then if spring doesn't, winter will. Moreover, spring likely will have the most travelers and hence summer likely won't. Does it follow that it's likely that, if spring doesn't have the most vacations, winter will?",Gemini 1.5 Flash,0,0,1,1,0.0,-1.0
120,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",GPT-3.5 Turbo (0613),0,0,1,1,0.0,-1.0
121,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",GPT-3.5 Turbo (1106),0,1,0,1,1.0,0.0
122,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",GPT-4 (0314),0,0,1,1,0.0,-1.0
